0,1
0.20039123,1.3634888
0.17925245,1.3981904
0.14775634,1.0955452
0.16734791,1.0258328
0.15897506,1.0074474
0.20453405,1.0255133
0.21255529,0.99027765
0.13719779,0.8974389
0.15574884,0.864668
0.18963885,0.71441114
0.20663464,0.69292796
0.24242485,0.7133249
0.2040497,0.68440187
0.20401275,0.70977056
0.2563808,1.2745742
0.20937473,1.3823982
0.19107032,1.4236192
0.09819317,1.3981811
0.1071834,1.288391
0.17337143,1.3065017
0.076372385,1.4349648
0.0568285,1.4589871
0.057619274,1.371009
0.13513422,1.3741342
0.08822328,1.3076853
0.053402662,1.1880821
0.06900191,1.1122974
0.7610478,0.9686707
0.18600345,0.78073514
0.24312258,0.62445796
0.466587,0.54737246
0.9503876,0.36793935
-0.0,1.7382189
0.16152,1.3110949
0.13371366,1.0560917
0.15153027,0.9669477
0.15020716,0.97211945
0.1751473,0.9161252
0.16272616,0.79083574
0.089740455,0.6850096
0.1665873,0.703843
0.73845494,0.9337057
0.2811746,1.2892073
0.14659446,1.3321465
0.053916097,1.3110415
0.16029644,1.2557815
0.13624954,1.2484959
0.0998677,1.3454493
0.08834481,1.3478774
0.09043902,1.2913064
0.14591569,1.1446916
0.10907215,1.1296552
0.13756216,1.0592295
0.55130494,1.0393068
0.6005317,1.0861434
0.4068997,1.0999476
0.16499782,1.0581175
0.26315022,0.6074494
0.25277007,0.542853
0.08383083,1.772127
0.12688565,1.290214
0.1396035,1.2510082
0.0895257,0.90835893
0.084227264,0.75153434
0.11124605,0.75040567
0.110143304,0.77838457
0.23847985,0.6674365
0.24264848,0.6427952
0.33435363,0.6758367
0.46304023,0.7519115
0.6395726,0.8490976
2.0168548,1.4073347
0.090084136,1.2446977
0.06107539,1.1719748
0.08555728,1.1215907
0.10192937,1.0938109
0.12982905,1.1089936
0.29825765,1.13496
0.22651887,1.1446046
0.2731986,0.61158264
0.2796327,0.58190334
-0.0,1.6663188
0.13344067,1.206936
0.12673354,1.1770071
0.09839469,1.0852557
