0,1,2,3,4,5,6,7,8,9,10,11
1.8084644,-0.0,0.7216455,1.1291962,2.2082405,1.1533859,2.5098398,1.2098584,2.6784315,3.0127559,1.0258679,1.3015263
2.4351997,-0.0,-0.0,1.341722,-0.0,0.4721741,1.2615935,1.9846117,2.2332592,1.5612184,0.92166734,-0.0
0.923518,-0.0,0.4121938,1.8930428,1.0403773,0.2898401,2.6647248,2.3826468,0.71400124,0.5283885,2.8122811,2.6787958
1.1906651,-0.0,1.4069909,2.1107428,1.6380644,2.805269,0.39162335,0.6264709,2.5606549,-0.0,0.76547664,-0.0
2.249504,-0.0,2.4393373,2.0770736,2.4438844,3.0906231,2.286168,0.06695515,0.046295494,1.7360785,0.40534702,2.0361176
1.0835932,-0.0,0.53760225,0.8972855,-0.0,0.8312736,1.5783724,2.4434347,0.49377263,-0.0,1.6384557,1.1883224
1.0448577,-0.0,1.2972007,2.290155,0.8482057,1.0646801,1.7473695,2.709807,0.53452694,1.8652657,1.6211869,-0.0
0.5353761,-0.0,1.6170931,1.7556995,1.4783257,2.519206,2.62535,-0.0,1.327461,2.5428157,0.33172357,0.53642076
2.632762,-0.0,1.7427138,2.6492598,1.7857636,1.5749612,0.27320686,2.7662005,2.352609,1.8486488,0.54235035,1.0246533
0.034758434,-0.0,0.84227085,2.1104004,3.1768765,1.2248962,2.2793686,0.9790254,0.7099552,0.6386494,0.99198234,0.9590313
2.468783,-0.0,1.1631943,1.0054423,0.98356676,2.6045792,1.3338029,1.8291371,0.8704682,0.8683846,2.021245,2.8598292
1.0079895,-0.0,1.5485436,0.35545135,0.44627348,0.757186,1.5022172,0.8739378,2.758112,2.7108831,1.7201376,1.9090595
-0.0,-0.0,1.3716204,2.921994,0.9129002,1.4341816,1.634459,-0.0,2.798034,1.6352369,1.8277943,1.4591231
2.0746527,-0.0,1.8289269,1.3225785,0.62066674,2.8836448,1.4743081,1.9482784,0.91954476,2.3164697,2.1034,-0.0
0.72340775,-0.0,0.567067,2.3714464,3.0053675,0.9333592,1.9725466,0.29128295,1.1033181,1.5662719,0.84365153,1.7578651
0.38161436,-0.0,2.2231834,2.0826643,2.307202,1.0342132,0.87892544,1.6698372,0.48877388,2.9064016,1.3193926,0.72269297
2.2939544,-0.0,0.9583932,1.8508917,1.988449,3.183535,1.634431,0.826064,0.1865731,-0.0,-0.0,0.89504915
2.18084,-0.0,2.3051755,2.7279825,0.74379563,1.8433071,0.28956708,1.1138551,1.460129,2.4535503,1.741647,2.0023067
0.6698607,-0.0,1.9597527,2.7509158,1.3632253,2.3206167,0.31683636,0.10659438,2.7424865,0.7920557,2.6077583,0.44945014
0.21769105,-0.0,0.8334656,2.1040206,2.6652367,0.37786376,1.6451412,0.72750306,1.8316547,1.5502036,0.6867701,1.2471331
0.92176497,-0.0,1.6273361,2.2861617,1.774888,1.8528181,0.04887277,0.019661069,2.6258593,1.6994289,2.0134935,1.3584746
1.7205336,-0.0,1.2392352,1.7294667,2.9643338,2.0632503,3.2176564,1.6650434,2.4949877,2.2658129,1.4939841,1.78499
0.8193955,-0.0,2.4079058,1.2448869,1.5983335,2.566777,3.288602,1.4782479,2.2937262,2.2815804,1.2120883,1.9527407
0.16731021,-0.0,1.5096245,1.262183,1.8039547,1.1236466,1.054974,3.035532,0.07671501,2.4106612,2.1035728,0.14729635
1.8170266,-0.0,0.56788933,2.078798,0.35535407,0.6333442,2.398331,2.418718,1.0537925,0.39754665,1.4650857,2.1612332
2.881279,-0.0,1.2541797,1.2704474,1.9281621,2.30707,0.78655326,0.696048,2.314889,0.35441282,1.960855,0.48260772
0.52152324,-0.0,1.7859367,2.4519286,1.8485973,0.9073044,2.084111,2.59674,0.7692066,3.3349957,1.2870816,0.6455169
2.5806785,-0.0,1.6138424,1.8549395,2.014939,2.0483685,1.9643434,-0.0,0.31437632,1.68727,0.07691558,1.252642
2.0003562,-0.0,1.5242202,2.0224702,1.3147839,1.4945203,0.19732168,0.66287124,0.7670617,1.6999698,2.896172,3.5474749
1.3621911,-0.0,-0.0,0.47474134,1.4601818,2.289145,0.88643,0.6684606,2.6162302,0.9695964,2.0160654,0.7360195
1.2811732,-0.0,1.3434623,2.1601133,0.43542087,1.8559768,0.03796307,3.086421,1.2073303,1.3376249,0.6515541,0.3757928
1.2720095,-0.0,1.004138,-0.0,-0.0,1.7968788,0.9862602,1.4032705,0.7860589,0.6744386,0.9620697,2.42808
0.8302222,-0.0,1.2591302,-0.0,0.82160646,1.6077002,2.2212014,2.335459,2.759203,1.4341596,-0.0,1.1974437
1.4352956,-0.0,3.177721,1.4740143,0.23815735,2.6069798,1.6647105,0.30894554,1.5004312,1.8695039,1.1068738,1.6781206
2.103785,-0.0,2.7070756,0.3514276,0.25755346,0.49459976,0.7024406,0.38918576,2.0708807,2.3710716,2.7490625,1.3795383
2.916738,-0.0,2.9625046,2.7439947,2.095498,2.3911092,1.6783892,0.9738247,1.1362869,1.4971282,2.379903,0.83952314
1.2653483,-0.0,2.2499607,0.4335729,1.0629648,2.7717063,1.9328057,2.2325034,1.6954608,1.8001751,2.1310158,0.425681
0.9503341,-0.0,1.7623047,2.1954203,2.1344748,3.89917,2.2673051,0.15445833,0.8491705,1.9314251,0.4404291,0.8977807
1.0199016,-0.0,2.2088683,1.5966796,1.9327153,2.4915202,2.7272923,0.19956654,2.80563,2.266352,0.9559188,1.8976779
0.47354114,-0.0,0.3827424,1.1580606,0.5067996,1.403464,2.659276,2.0282423,-0.0,0.48296052,1.2982618,1.213722
0.18559785,-0.0,1.6264086,2.2677915,1.9453077,2.4812229,0.99658656,0.6583673,2.4741876,0.6920071,2.0051842,0.6230377
1.0503249,-0.0,2.1190572,0.88896555,1.5061128,2.3008637,1.5959536,0.6665807,0.38088006,1.6408936,1.1680354,3.4787796
1.3415636,-0.0,-0.0,1.0694666,0.40128288,0.8656847,2.5459504,2.5259411,0.35342747,0.8677809,2.140944,1.1187347
0.6481637,-0.0,0.9155196,1.533495,-0.0,0.54685867,1.9542553,2.4243505,0.34254408,0.14824787,2.6336815,1.7776172
1.2585572,-0.0,2.6175437,0.74819666,0.38833475,2.968717,1.434652,2.5968122,1.5917057,1.7651709,2.0143747,0.27932775
1.0190438,-0.0,0.20254454,1.7308159,1.508218,2.1354399,0.20699881,0.18821682,2.890177,1.0970125,2.7461598,0.97098833
1.4572656,-0.0,3.8240068,0.3740703,1.0713054,0.12988657,0.71026015,0.25629973,1.8795686,1.4126848,2.3317745,2.1816542
1.0539954,-0.0,0.5755557,2.762213,1.2992615,1.9611602,0.3475744,0.568273,2.935241,0.8272959,2.6300397,0.7327906
-0.0,-0.0,1.0674406,2.133941,1.9361129,0.93364006,2.758519,0.45160416,1.39249,2.2678258,-0.0,1.7868932
0.7514129,-0.0,2.6380353,1.0433292,0.75535697,2.1728258,0.017240262,1.2547204,0.96475774,1.5937359,2.6131504,1.8210474
-0.0,-0.0,0.23480877,2.3476572,1.4817085,1.1599469,2.238983,0.9092887,0.46879333,1.4362735,-0.0,0.61887586
2.529045,-0.0,2.5535502,2.2394977,0.09356685,2.2515917,0.9755017,0.53980213,2.1632106,1.6907111,0.7725179,2.6223936
-0.0,-0.0,0.40682265,2.9661064,2.2317655,0.89545536,1.2278596,1.5290091,-0.0,1.4562358,0.20665331,0.7318655
1.3637363,-0.0,1.0853813,2.4164925,0.61250985,0.63080096,2.624712,1.7953801,0.81309724,0.34150314,2.5418143,1.946583
-0.0,-0.0,0.028362632,2.9090018,0.96480125,-0.0,2.3408482,0.94007736,-0.0,0.63385606,0.37831447,1.129207
1.6858972,-0.0,1.7198352,3.0138142,1.6774077,2.041247,0.75753677,0.13570704,1.9571619,-0.0,1.4517009,0.34170246
1.093301,-0.0,0.8378322,0.9157308,0.012059838,0.4385196,2.3078148,1.7943025,0.4853449,0.3474995,2.4566822,1.7644227
1.8349874,-0.0,0.8136989,3.3629634,1.5736268,1.7645673,0.08962765,2.427264,0.48407143,1.7418977,1.4338949,0.1823277
2.3724375,-0.0,1.6065761,1.8710643,1.8160338,1.2574726,1.1308494,1.7303727,2.0224211,1.2317635,0.2683022,2.2207847
2.7989821,-0.0,0.680724,2.035674,1.3857735,1.0211742,-0.0,1.733352,1.7345185,0.824491,0.45179203,2.0429246
1.3407893,-0.0,2.1407826,0.06861162,-0.0,1.3535948,0.8014765,0.37327513,2.163626,2.2760754,2.3798947,0.74710464
1.8963268,-0.0,1.9799463,2.170323,2.0022812,2.558211,2.073822,-0.0,2.1790075,2.2539155,1.0551407,1.1112338
0.14320254,-0.0,-0.0,0.026778482,1.0265821,1.7968793,0.19871862,0.58657074,2.787506,1.7598145,1.4789358,1.6241566
1.1366744,-0.0,0.37574917,1.5045959,0.6375395,0.8063719,2.4916205,2.254015,0.51453143,0.005823791,2.3239431,2.5473323
1.5101076,-0.0,0.0008817017,1.2097367,0.7324419,2.224866,0.7054766,2.8312132,1.056117,0.7391845,0.9648413,1.8580961
1.9513557,-0.0,1.3909148,1.1478492,2.292734,1.8277372,3.0779288,1.1780199,2.8612401,2.7395165,1.3685652,1.206035
2.0748408,-0.0,1.2279108,1.3503363,0.60710585,2.064399,2.2777095,1.2088944,2.8413002,2.0904408,0.7712997,1.1739336
1.5368662,-0.0,0.9079281,1.2436967,-0.0,2.325213,-0.0,0.80893326,0.79490393,1.6149031,1.3493582,2.4223926
0.65402156,-0.0,2.3307035,1.1673629,0.35324758,2.252905,-0.0,1.101994,1.3562809,1.9616572,1.2317404,2.3645096
-0.0,-0.0,0.8599982,2.452077,2.0573196,0.73939097,2.3400958,1.1822679,-0.0,0.6597611,0.10510066,0.7495562
1.0256401,-0.0,0.35896626,1.0364988,0.7174768,0.49162865,2.25099,2.3899884,0.15501729,0.40748763,2.7420847,1.7274225
0.9187579,-0.0,1.3771733,2.2663934,1.4883636,1.6540266,-0.0,1.5462859,1.8695303,2.2380288,0.7537087,2.2314067
1.3206273,-0.0,1.5765334,3.3012207,1.5376941,1.8408902,0.89510286,0.46862975,2.1033297,0.3252599,2.0709558,0.068015024
1.2236977,-0.0,1.7584199,2.3419554,3.5451856,0.99081177,0.69001555,2.0902684,1.3114443,0.6196656,1.0293157,0.7745281
1.674253,-0.0,1.1582671,2.237406,0.0058529526,1.9901803,1.0226055,0.3941948,2.7093787,0.9743608,-0.0,-0.0
-0.0,-0.0,0.10898596,2.007754,0.8406661,-0.0,2.7278824,1.7300036,-0.0,0.9285991,0.32182705,1.5312111
1.5509316,-0.0,3.6361494,0.45534688,1.0013729,0.09831353,0.8963293,0.1819349,1.6867477,1.0329792,1.9026436,2.1398268
2.5571136,-0.0,0.9613925,1.6044014,2.427256,2.934888,2.060364,0.385039,1.0876856,-0.0,-0.0,0.1324058
0.52621615,-0.0,1.4610293,2.3758984,1.8161288,2.2048721,0.16650581,0.1920275,2.8230908,1.664507,2.0464826,1.1536479
0.87158763,-0.0,0.6012883,0.8968158,0.07628931,2.1124897,-0.0,1.4949245,0.810515,2.5634844,1.2066424,2.7304642
0.08429998,-0.0,2.3411577,1.3163928,0.21769878,1.2330052,2.878438,-0.0,0.9491486,1.3016974,2.2416418,0.1889015
2.9835138,-0.0,0.565762,2.1649957,1.4823328,1.2899047,0.448042,1.7917161,1.1467574,1.0362042,0.725253,1.8618348
1.4323026,-0.0,2.1106904,1.2002548,-0.0,2.572918,-0.0,1.1068218,1.090224,1.6867329,1.8900508,2.3464258
0.6405861,-0.0,1.9262722,2.162632,3.598163,0.9934474,1.1326027,2.2583199,1.7981187,0.6169354,1.2621177,0.30509067
1.3677256,-0.0,3.0021605,1.0303916,2.139622,1.3404807,0.35825253,-0.0,0.07403366,3.2452135,0.13763073,1.277582
3.046898,-0.0,1.2297349,2.6029675,0.4871589,0.20615019,0.8044035,2.2474425,2.1911113,1.2595806,1.1776165,0.0960359
3.0789375,-0.0,0.81049657,2.193222,1.3559084,1.282349,0.62581706,1.5756953,1.1764923,1.1400251,0.28453928,2.069645
2.296297,-0.0,3.453804,0.53180677,1.4941669,0.25518286,0.0752554,-0.0,1.4000076,0.8983834,2.201275,1.4847482
3.8174386,-0.0,-0.0,1.5095954,1.6615891,0.44626153,0.39624122,0.5545588,2.120879,1.9271477,1.1237173,0.8545283
1.830268,-0.0,1.6600055,-0.0,0.6609056,0.46184558,1.108593,0.8548754,1.615978,2.359218,2.4793193,1.1835918
1.659435,-0.0,1.5051913,-0.0,0.60680896,-0.0,1.8014151,2.7830324,1.8784009,2.5269792,0.6296481,1.1399575
1.1710804,-0.0,1.1416794,0.036323044,-0.0,-0.0,2.1347988,2.8836184,1.6726626,2.346209,0.12372185,1.4214171
1.8796872,-0.0,2.315762,0.119151585,0.7243131,-0.0,0.4279976,1.0697494,2.1016123,2.209708,0.8205727,2.0130734
0.49934167,-0.0,1.0075951,1.3461539,1.658977,3.0056615,0.5590709,0.46607336,2.8059328,0.96531606,1.8967496,0.03867425
