0,1,2,3,4,5,6,7,8,9,10,11
3.5670383,3.3024423,1.290822,-0.0,-0.0,4.6888304,-0.0,0.50588244,7.126435,7.4201026,2.8040805,9.248889
4.2629175,-0.0,-0.0,-0.0,-0.0,0.32080907,0.03538624,0.6085817,5.933733,5.851445,3.146923,5.8613396
9.292038,2.8387978,3.1452684,-0.0,-0.0,2.444848,-0.0,0.7488683,4.7977753,6.4733534,2.7037907,4.9742503
1.1257181,1.5436748,3.3213842,-0.0,-0.0,1.0456892,-0.0,1.2711052,5.369703,9.839319,1.9978639,2.3029184
4.003088,5.073488,2.3949034,-0.0,-0.0,7.284216,-0.0,0.612931,6.3483377,9.526138,3.802774,2.3092637
7.3409605,1.2313845,2.0283284,-0.0,-0.0,0.8447037,-0.0,0.4697075,4.139308,4.0471992,2.4918153,2.401878
6.2181654,4.0781226,0.25986278,-0.0,-0.0,2.4094744,-0.0,0.7878672,3.1555781,5.8531575,3.059792,5.3082256
1.7885948,5.204903,0.41823432,-0.0,-0.0,5.501484,-0.0,0.43413734,6.0083323,7.5323043,1.0061042,4.9252524
4.2013617,1.8572348,2.576534,-0.0,-0.0,3.076568,-0.0,1.5485437,6.1375027,7.8871055,5.6999683,6.256485
5.230398,4.401706,3.1962311,-0.0,-0.0,4.1380253,-0.0,0.6033846,2.371266,10.2816515,0.91547537,5.608758
7.3678703,2.8367627,3.467613,-0.0,-0.0,3.619396,-0.0,0.81359386,8.485559,7.153394,4.8691926,2.44972
3.5591607,3.033915,1.8608918,-0.0,-0.0,3.5652812,-0.0,0.5563887,8.825318,3.4310238,2.7024577,7.8141956
2.5761938,3.8387876,3.071786,-0.0,-0.0,3.1692927,-0.0,0.5503009,7.294759,7.798223,-0.0,6.054663
5.3420715,5.1042976,0.1330623,-0.0,-0.0,2.8114564,-0.0,0.717366,7.317931,6.3889246,4.3965516,4.004865
3.5723867,3.8872068,2.9273777,-0.0,-0.0,4.829135,-0.0,0.50899965,3.472341,9.041343,1.3532373,6.116244
4.7577705,5.926035,2.847142,-0.0,-0.0,5.148615,-0.0,0.9558221,4.1872144,6.1218085,3.2652044,6.8926115
4.193806,1.9400821,2.3039515,-0.0,-0.0,4.496516,-0.0,0.6667395,4.1480722,10.518832,2.8707614,0.43878838
4.509942,4.0701423,3.5075552,-0.0,-0.0,4.679003,-0.0,1.2913697,9.073418,6.603276,5.1218367,4.7616663
1.5537672,3.2129397,3.9980745,-0.0,-0.0,0.9035268,-0.0,0.96834004,6.760946,8.217753,1.1727405,3.4405322
3.1714122,3.4245014,2.2748969,-0.0,-0.0,4.0225058,-0.0,0.27633306,3.4930153,8.017136,1.1232721,7.350511
1.1008703,3.2198193,3.9479516,-0.0,-0.0,2.2614448,-0.0,0.9818124,6.998757,6.8693357,1.8438288,4.6324697
5.9575377,4.126939,1.8604867,-0.0,-0.0,5.313038,-0.0,0.65250057,7.664584,10.697361,2.858857,8.42375
5.846264,4.3007846,2.0307243,-0.0,-0.0,5.7033997,-0.0,0.8947951,8.82049,7.977293,1.8342203,6.8615217
