0,1,2,3,4,5,6,7,8,9,10,11
6.5022845,4.0181575,3.0418677,0.9503572,2.538506,1.7363267,7.5721903,-0.0,-0.0,4.900623,4.0950966,2.2940834
5.197184,3.5857704,-0.0,1.565523,1.1971406,0.20279598,7.796754,-0.0,-0.0,2.0601194,0.5768125,0.1768265
2.495996,0.23500775,1.9033027,3.8273575,5.0894265,1.2740438,9.540325,-0.0,-0.0,4.83581,1.2464827,2.4927063
1.8101518,5.508142,1.0711422,1.6118652,5.8487134,0.23401657,5.6913376,-0.0,-0.0,-0.0,3.3261197,1.0630677
2.7922373,1.5431361,6.7962737,1.103479,5.9914775,1.4785585,6.6819463,-0.0,-0.0,1.4159974,5.45972,1.2088628
1.1321218,0.4403757,1.2384039,3.217815,3.3500578,0.64845747,7.4119105,-0.0,-0.0,2.7950907,-0.0,0.85680366
4.9700727,0.3765775,1.3374941,1.4979668,4.449418,0.54668474,5.5701575,-0.0,-0.0,4.0158443,1.3260373,0.09549637
3.157869,3.318551,4.501583,-0.0,4.2230735,0.9641134,4.6500387,-0.0,-0.0,4.034701,4.916906,1.151398
6.9811378,2.837833,2.2527096,1.9980686,3.5905714,0.84189796,7.6152067,-0.0,-0.0,0.7560433,1.4942584,1.1850387
3.1738908,1.3241342,1.387677,1.7071763,7.6754827,2.5081184,5.956567,-0.0,-0.0,4.2129965,5.4077206,2.2841368
2.4567583,2.6568708,5.032003,3.7889209,4.852806,0.85452276,9.348115,-0.0,-0.0,1.7718991,1.0490218,1.454118
4.7900796,4.565546,4.0442066,1.6776005,0.5807029,0.49095723,6.8496704,-0.0,-0.0,4.9323063,1.5350527,2.8150465
2.7615771,5.5216265,2.663962,0.48331863,5.1699395,1.3952205,7.2389545,-0.0,-0.0,4.655926,3.6136134,3.6009355
4.2745767,3.462124,4.264701,2.1859078,4.569225,0.5307348,6.2963543,-0.0,-0.0,3.4468272,1.452057,-0.0
4.0555243,1.9384066,2.4336412,0.73459935,5.9220147,2.4552646,5.7856245,-0.0,-0.0,3.4270418,5.19089,2.8329375
6.340473,1.2567966,4.0567484,1.451335,4.924195,0.15934235,3.835714,-0.0,-0.0,4.072535,2.8401139,1.3361329
1.3314648,1.6904901,3.0576143,1.3743709,6.9269986,0.67936945,6.5123267,-0.0,-0.0,-0.0,4.0900116,0.33841193
4.9248157,3.5692072,5.8787785,2.3126245,3.7595725,0.21194682,7.6593304,-0.0,-0.0,2.163455,1.6078894,1.5866163
